name,n_test,LR_MAE,LR_RMSE,LR_R2,RF_MAE,RF_RMSE,RF_R2
LMT,249,1.8046117425520178,2.5589138298473055,0.9876125655549545,1.9179475285800995,2.6500220498034905,0.9867147717190722
NOC,249,1.81165037178523,2.671080227717741,0.9903034187098679,1.9269687068693044,2.748989237770494,0.9897295172674933
INCY,249,2.0460584663349595,2.9151860679441834,0.9660702617868019,2.0349282009550964,2.9169684445568342,0.966028759077769
COO,249,2.064592035011178,3.1862302095482935,0.9716706666491737,2.0767288932000247,3.1926938191529057,0.9715556118866704
PXD,249,2.0831905083270494,2.9686976335588926,0.9740770492014567,2.084925465027786,2.9709888718873394,0.974037019136728
HII,249,2.0367340736593187,3.097255233372945,0.969007170886821,2.1236022603616798,3.2179462271900228,0.9665447102111069
AGN,249,2.079261456915791,2.781629339606959,0.9911334937335153,2.126596683269597,2.7850681083521978,0.9911115578769802
BA,249,2.1530429399180426,3.604901286749434,0.9948463896780511,2.156987671564881,3.5756297084671744,0.9949297438850823
HUM,249,2.140798101675155,3.0103346352415135,0.9744506389080448,2.2151951375791374,3.0454733875496673,0.9738506973740614
RE,249,2.180372771074321,3.329619421509937,0.9537023530179888,2.2584232722316955,3.409280535803999,0.9514605104409997
ILMN,249,2.226166960774349,3.3567895983676546,0.9778753106065758,2.284707087021998,3.4864154897861654,0.9761335829312382
GS,249,2.241677172814269,3.068563267627266,0.9534167486197814,2.33861549533917,3.1524101353227447,0.9508362429270186
NFLX,249,2.386994287984506,3.789502870171056,0.9837912290065156,2.37590449267216,3.794723865003133,0.9837465349085048
LRCX,249,2.385013386955091,3.374758740071793,0.9854993923498545,2.392574642091601,3.403516434516596,0.9852512082235115
ALGN,249,2.5472625250668757,4.452546003084556,0.9925997662281447,2.5266624765941015,4.418829055049929,0.992711418562076
AYI,249,2.5772230557168725,4.1741719946950235,0.9430759250450654,2.63203446123791,4.211835665401199,0.9420440355273341
ADS,249,2.6262019711287805,3.9890128702001673,0.9211076984814103,2.6772669212681874,4.068426101229531,0.9179352568398158
GWW,249,2.6375638313076837,4.665595145221446,0.9793881196873474,2.7068002983024924,4.723640949758187,0.9788720544496093
MLM,249,2.764551371232959,3.614144772897187,0.8837937697831971,2.709444696294449,3.5982634249628584,0.8848127974634981
NVDA,249,2.7895793956946973,4.129526082397944,0.9902234610388371,2.7911481308731143,4.153074126122011,0.9901116444495691
SHW,249,2.65301072398463,3.6367139592774733,0.9900637647813666,2.8529691456539585,3.7589707399729333,0.9893844752526108
TDG,249,2.765703456799273,3.8301076333586668,0.962505231591154,2.8590891585109626,3.8776210550137766,0.9615691979786232
ORLY,249,2.8132682236482993,4.52988736895533,0.9743222605298152,2.8657640743540997,4.575165270281308,0.9738063781079187
AVGO,249,2.8704421289828557,3.9560322213660344,0.9513480523697753,2.8746913244220864,3.961766468766545,0.9512069086781773
ISRG,249,3.088636320251945,4.783302239193228,0.992226928672609,3.1535711887077107,4.811850320100556,0.9921338680808864
ULTA,249,3.2395525824248836,4.505329773883302,0.9821772178745732,3.3060736007139173,4.57678405242922,0.9816073981128102
BIIB,249,3.3111243241441723,4.561521583670479,0.9736952965804362,3.4702431598711305,4.671339565808967,0.9724134864337087
BLK,249,3.3101913743394746,4.729767737113337,0.992638800617154,3.7334295867030085,5.216314566526095,0.9910464245286708
CHTR,249,3.7534097312616757,5.358779325594558,0.9462556390730856,3.9210502449931526,5.5175331907520455,0.9430241168828793
EQIX,249,3.6636291773635388,5.051454940601465,0.9694603466564419,4.113066301518992,5.560603754926755,0.9629937538260526
MTD,249,4.524889351998264,6.371710352413476,0.9898758265764384,4.947552267938124,6.68334536209752,0.9888612788168413
CMG,249,4.9804269902494545,7.2068614153584285,0.9894462752291374,5.431976267632516,7.712516316531422,0.9879133592437214
REGN,249,6.031094555929523,7.928887337640902,0.9744964226952529,6.120226256308822,8.155153748845864,0.9730200640541931
AZO,249,7.494825039363673,10.752825276898454,0.9841634030811309,7.31069796990745,10.629900241940977,0.9845234176588555
GOOG,192,8.169381904849475,11.744230642040394,0.9714955074546502,11.230851601277399,14.948955322668601,0.9538166046714434
GOOGL,249,7.429924434781353,11.011069976719988,0.9833073793979955,11.598630061879453,15.866113943825729,0.9653417511943905
AMZN,249,9.656501613915818,15.103400708766072,0.988488996372549,14.068856128916785,19.256337385058703,0.9812883935733144
PCLN,249,14.202619158347586,26.206509550166498,0.9151738596456636,251.9537253226245,267.4509211365794,-7.834857330301585
